2021-10-12 00:34:46,39e12abe514f4794fa3d87ccec2a0c31c9ed3922,994947
2021-10-12 00:23:22,b6ed850654411c8cf11ebdfa37e7c4f84c21e526,979039
2021-10-04 17:38:41,cdc87d4b494fd788bf80fbbaac7840ceedcf728b,978836
2021-10-01 21:39:29,cdc87d4b494fd788bf80fbbaac7840ceedcf728b,978836
2021-10-01 14:15:04,87af303b6b96dd62340f88d6abc937c259616e8c,978597
2021-09-20 07:14:39,486661361fd76fb5661a95a90fa485ff54261edf,970982
2021-09-16 12:53:34,296482ab840021cc4c7725a7e95de9530eeba102,970986
2021-09-13 11:36:32,296482ab840021cc4c7725a7e95de9530eeba102,970986
2021-08-25 09:18:36,7146fb5018d8c46eea073a7453f137c0f201610f,969939
2021-08-25 09:09:54,4ce6c4beae03434d0fbbb9b7f8452e1fc28a3962,969936
2021-08-12 11:42:24,694ad0d96f0b2e25a31be60ae1ee7288f63977ea,970085
2021-08-02 20:45:16,e3703ca2f229c4bd4e990bd228bdf0f9026d2fea,971667
2021-07-29 06:56:44,d31251c7268960ccc656bcaf9ea75931cf602731,968765
2021-07-26 23:31:07,c9a6b3a43cf351f887a6ff2c5f9fa4352b661db9,966266
2021-07-25 06:54:50,b218e59c76a11fc1453cb0ea8fa8490012335fd5,966415
2021-07-22 13:43:55,b218e59c76a11fc1453cb0ea8fa8490012335fd5,966415
2021-07-21 16:51:47,a068a96a2216627302e4074e9bb0d0cd063cd35f,965155
2021-06-28 14:58:36,d234b6f38dcc1eea40b5ba918500318f057da9db,962805
2021-06-25 12:41:24,d234b6f38dcc1eea40b5ba918500318f057da9db,962805
2021-06-13 05:50:56,d03383f76a2ec8f2148ce64ef43665d373ddcd26,962410
2021-06-10 20:19:07,8b37cefa64ce621602f6492edd5dc4de6799d069,962407
2021-06-10 19:30:10,ac823184f92d05d5b5bf9f3ef5e8f2477c907673,964331
2021-06-10 19:25:45,59008d9349edf4482cff9055618d42aa1f01f737,964331
2021-06-04 15:17:52,dfea64debf9d986d2f1ec14d525809b03e92c535,962005
2021-06-04 15:17:46,8a716b65a2bb7245ad43e902ad0b6ffb21fe9fc7,964600
2021-06-04 13:48:58,d990081cce424f283109f6445a8536aaf12a3dd8,964052
2021-06-02 15:08:10,d990081cce424f283109f6445a8536aaf12a3dd8,964052
2021-05-18 19:19:52,022188a710bb5294bf166b0138044b61d7238260,963929
2021-05-16 20:09:38,022188a710bb5294bf166b0138044b61d7238260,963929
2021-05-08 17:40:03,a7f5b523b9bfb2bd2a2a1b27ba3082732ba2e34a,963929
2021-05-06 16:31:11,a7f5b523b9bfb2bd2a2a1b27ba3082732ba2e34a,963929
2021-05-06 16:26:40,9bc87f5d4f16600d2e8de3f169e7e2ab52d2396e,963327
2021-05-06 16:22:29,73420552ff280d2279f95e087b243ee2e1c41cbe,963274
2021-05-06 16:22:26,053a1fdb429f56ee27677454f6c8400f70e50c14,963255
2021-04-09 15:08:39,691825fc2560c97ae967113c055f94204e57d480,962877
2021-04-09 11:45:25,f348f3d9b9aa61c24f94429c533ec6fcbfd3ebfb,962852
2021-03-29 06:48:55,8a542c156ac2a914499a1c0ef187e3c2a2e9bc4f,962888
2021-03-28 23:30:25,8a542c156ac2a914499a1c0ef187e3c2a2e9bc4f,962888
2021-03-28 10:20:42,82eda61f1eafb85988f668a0a6872f220e67f056,962946
2021-03-24 21:13:32,82eda61f1eafb85988f668a0a6872f220e67f056,962946
2021-03-24 19:38:30,b472a3a827ba8159164edfe47c7e7cce38c012d8,961160
2021-03-24 15:22:08,7c11243bf47f6a0aa6ddec8728f46f33a61be2c2,960281
2021-03-24 13:50:00,7c11243bf47f6a0aa6ddec8728f46f33a61be2c2,960281
2021-03-24 13:49:58,4115d9d0fbdfcdfb2c0c6ec233b0b919362da876,954831
2021-03-20 14:18:53,70b7d0e465419799410e628acbab01d18f53c789,960362
2021-03-20 14:07:25,6c1841e83d5288941463e080f447b2ed845d8969,960550
2021-03-16 23:39:31,6c1841e83d5288941463e080f447b2ed845d8969,960550
2021-03-05 21:51:32,359f46d7dfbf36ca372bc62c84f9eb4af7fa63c9,955019
2021-03-04 17:19:13,8c5fc18fc6b28628352dfaeb9b67da6adbf0140a,954941
2021-03-01 18:05:46,8c5fc18fc6b28628352dfaeb9b67da6adbf0140a,954941
2021-02-26 16:08:19,78ae9af75529605ffc98631e9a8bd28e9c981b9d,954954
2021-02-26 15:31:27,78ae9af75529605ffc98631e9a8bd28e9c981b9d,954954
2021-02-26 15:31:27,7c60978cb2d9aedbd286816a0b671058210331b8,954063
2021-02-23 22:01:06,3fbfe39293051698929c24bf351f5a01366c7deb,954061
2021-02-23 19:36:15,3fbfe39293051698929c24bf351f5a01366c7deb,954061
2021-02-23 09:08:48,1127c24eec8b166ef7c650474898bed5a521dbda,953846
2021-02-23 09:00:23,e733ce0faa3ec06bcebcaaca4814e77aa5719e3f,936016
2021-02-22 22:48:58,7e82b08661dce413d9e18fbb82ac0dd5c3bdaf9b,948156
2021-02-22 22:48:58,01f3831172d27a1b211949f191060c227c4c73b0,948569
2021-02-22 22:48:58,f8e21b37b05f8e25900d875c0dae8e62d8187e35,948105
2021-02-22 22:48:58,96c06dc3f48c930eb1caa3b468eb00bdbdb308c0,947313
2021-02-22 22:48:58,c06f68e990ecec121dcff0939287a0e8b1777858,930837
2021-02-22 22:31:17,b24b25c8661d41f70ca9f61ee0958698ffd5499e,935281
2021-02-22 22:06:28,a83e9da5d3140b57727d9115d6b2733075871867,935317
2021-02-17 20:59:20,c8b73a5f0e43428fe6c764f197222654fdde8ea9,931427
2021-02-12 19:28:56,dc83e5f592341fe241f84968bf6a163344cb1ec2,930692
2021-02-12 16:47:12,dc83e5f592341fe241f84968bf6a163344cb1ec2,930692
2021-02-12 16:44:45,a77a3017fe6f570938877b277620ffe724564068,930340
2021-02-12 16:44:38,13afcc326ecd8a3399da63b2e3fd31286b204cd4,930327
2021-02-12 10:08:55,9c940e1655e8db27a09fb2e861536c54d9fbfde3,930326
2021-02-10 07:51:56,b82c81dd68200eee74cf56866846d2d11344717c,930193
2021-02-09 12:57:23,73f4dd9a982a01d9906033ecf71eacfd949a8a1f,929324
2021-02-05 20:08:17,0ef19b733a8918f9374f1999dbff2b90a04e4876,932748
2021-01-29 18:34:58,49863170de6096e9a189b4d8af281db62975fd48,929438
2021-01-28 22:42:13,be02da948e3f050168210f023a3b6fa3f8d7491f,929360
2021-01-28 11:32:47,be02da948e3f050168210f023a3b6fa3f8d7491f,929360
2021-01-13 16:07:49,e3a2c97d88bb6f001995ebbed3175035cb7f2e1d,929289
2021-01-12 18:36:45,e3a2c97d88bb6f001995ebbed3175035cb7f2e1d,929289
2021-01-02 20:20:00,b279ae0ab6461610a4540427fa61e9df49cf1735,929256
2021-01-01 22:01:23,97d190f7cc399e8beacdcea65bd6d9727694e003,929196
2020-12-31 19:45:59,8acf5dd53e092b6cfb884b17332b3049e68c0aa2,895086
2020-12-18 20:38:29,0b4e837578a50a597e7fec47734abb82a917d54e,931471
2020-12-18 20:38:29,fe8b52a369b9b99d5a05a382b79179efda85b50f,927808
2020-12-18 20:38:25,4df228efdf3a205da88a73812bce6f11296c8e47,928002
2020-12-11 11:08:22,0943b612718b21a0b765e80eaab22375c75ef4bf,928123
2020-12-11 11:06:59,f7d27b7503044cc851b9756d6fdaef1f3ae3c834,925677
2020-12-11 07:36:26,f7d27b7503044cc851b9756d6fdaef1f3ae3c834,925677
2020-12-10 18:00:26,d223ac8ef2642c5f2e6e575efd9b4a6d5f1853ad,928099
2020-12-08 20:18:29,ed6a932a00d374eb5b67e68baa831f8eb92d7ade,928099
2020-12-07 18:46:10,58b2a17a55409c4108aa54c5c71e542641f44d33,926486
2020-12-06 14:49:29,4b4a06d0ca4bd5100f45aa7c47516c8d8033395d,925653
2020-12-06 11:15:55,af66912f21bf1972923da76f1a21f628ac0d8066,925644
2020-12-06 11:15:06,61b32493a028d1a4f266e6a5424fc0de24fba860,925671
2020-12-06 06:15:54,9b0cc36cd0495fd74f0b8494f7be590cd8d07190,925390
2020-12-05 23:47:18,165f2b72579169b2fc54e2ac1450ff0b1be5a70d,925461
2020-12-05 22:41:18,afd52ddffed78627305f5b75938065509d915845,925627
2020-12-05 22:41:02,a2a6816bec0d5af7f378cb27ae9704f08bcd2c1b,925888
2020-12-04 12:05:25,25cf26042f6f46aca50988d2a37d100e4af4b761,925743
2020-12-03 17:37:09,dc0cebbc76735e582e2e03c327f34ab70f13642e,925700
2020-12-03 09:55:34,a935d6744728035c4e567ab9b19e26a97080adab,925543
2020-12-02 23:30:15,a935d6744728035c4e567ab9b19e26a97080adab,925543
2020-12-01 09:01:37,2c67541c84e07f484264437df6aa7cf739f89b02,925417
2020-11-30 23:01:41,2c67541c84e07f484264437df6aa7cf739f89b02,925417
2020-11-28 11:21:05,2f33035d79d6c1bc5e5f44207403a15b0fa115cf,925164
2020-11-23 16:32:13,7df6179116322c6944bc23c5f3bb9eae80fa46d9,925164
2020-11-14 15:03:41,c1e121625069350ad339101eb4cf5ac0113e7c81,925090
2020-11-13 23:31:45,9e0b7c2eaae2ca306dbb76f927694384141d0ffd,924192
2020-11-13 23:03:47,cd4301df89d65173b1e7a02e0860d68d68011520,924170
2020-11-13 23:02:55,f1b66863d435127a6397ca4459c2a083b4d8ba6c,924239
2020-11-13 21:40:51,dc1d0215848ea24f507e007c91e2d8b1112bd6b0,925115
2020-11-13 21:40:51,c5ce81d7468db772fd9bad208ff0ff20ddadee34,924517
2020-11-13 21:40:51,da0a09e49cdd8ecebc404a9f7503e3be52f79e57,924382
2020-11-13 12:07:02,cd4301df89d65173b1e7a02e0860d68d68011520,924170
2020-11-11 11:52:54,b2b7ccda7b27d6d51289da1cae1d991b113712e0,924362
2020-11-10 11:34:44,e938030fcc49419fca00d145f65ff587f9a68b01,924217
2020-11-07 20:27:26,e938030fcc49419fca00d145f65ff587f9a68b01,924217
2020-11-06 19:21:31,303fec3b65b5026f610ab37c6708482970d8c05c,923888
2020-11-06 15:09:25,527716c32365bd516aa29070b663c5ef8691f832,924149
2020-11-05 08:34:25,5647cbf606d979636662d9dfb5c18cd0f819fd2b,922018
2020-11-03 16:41:20,5647cbf606d979636662d9dfb5c18cd0f819fd2b,922018
2020-11-02 16:02:59,8f2164435e0d8cb461b4a8afd0996063a8d40528,922007
2020-11-02 16:02:40,268729c017b304dbfe0b78605901a8de1b6aaa0a,921632
2020-10-31 06:02:37,d4215b7068389d83e05f074775ca293e07d734a5,921922
2020-10-31 00:03:09,3d4ddf4c87a179ce5e4ca6d294dbde2cd63fc0f9,923678
2020-10-30 09:58:36,b01c4024f41a1558374a9578b710770cca27412c,921704
2020-10-30 09:02:35,2019ea1bf10281cb0ed17c0715e13d15ca638192,921547
2020-10-30 08:29:28,bbdb07674f4d5f8b290855fce1e11c60ed803873,921481
2020-10-29 15:33:49,bbdb07674f4d5f8b290855fce1e11c60ed803873,921481
2020-10-29 15:00:47,14cf45cead3fb9561403220a6ca4c20a8bb21756,921537
2020-10-19 10:45:10,8ec6dabfe2cbdd3210f01ce140ddccf39ed7d9b1,921169
2020-10-03 11:21:35,635cfc4db18b1b2a4a7b290e6e560baa1d4ca742,918686
2020-10-02 17:46:03,635cfc4db18b1b2a4a7b290e6e560baa1d4ca742,918686
2020-10-02 16:44:42,ebdff0ff9735945d442f3a6b264a00289e196d99,918205
2020-10-02 11:49:17,446507442ef7b31f195d6df785b2f66125cfe6bc,918167
2020-10-02 11:28:58,0b3bc22c61d5c2a8c0394342ebf7558875028ae8,920248
2020-09-30 21:19:13,56996abe4f6268a4d5bd424e5484879bb55487ec,920650
2020-09-30 21:19:11,0a2a857d7c717d15d4d1cf04b3cab414b9e52f21,920489
2020-09-30 18:17:21,ebdff0ff9735945d442f3a6b264a00289e196d99,918205
2020-09-30 16:19:09,d7892e766cd2c41e5b57ad036c1ef9a5cbdc86bb,919355
2020-09-19 09:02:53,0b3bc22c61d5c2a8c0394342ebf7558875028ae8,920248
2020-09-19 08:58:05,bdbb14229ff958854abdbfc043725e551e2c9016,920322
2020-09-19 08:43:27,b82c70ddbcbac061b053abf764f9beaa333b2c27,920327
2020-09-14 10:39:13,446507442ef7b31f195d6df785b2f66125cfe6bc,918167
2020-09-10 12:06:17,223fcd24f13f9543834257bc946f3fa8f65afc16,918050
2020-09-10 12:04:08,c734a68437e33093bf6eb41bf194cc67818b78f0,918052
2020-08-28 13:11:44,d4f1cf0b2793663c6e2353496e7e22cd2853ca86,918114
2020-08-28 11:18:58,09de8cba72a3890af2460bf9b3c40703e6474dfc,918114
2020-08-28 11:18:55,2a7b2a42d9944b59088a24bc6ca122805b8bdb8b,917549
2020-08-27 21:56:13,42373526ae20719861479f5f99a162ead7d0c038,916060
2020-08-27 20:50:35,675d35e300dc9913cad7c44b20d353208d50e317,917183
2020-08-26 10:12:30,74603a7a70943ae30022896bf3f742a711a3d3ee,916145
2020-08-18 19:24:50,504a87322037d5dcb3ffc559fd42a1e8302ae84f,916060
2020-08-03 10:48:17,0eb1152dc7c28de4936a4661da15580e6e6947a1,916060
2020-08-01 15:04:14,db7df0583db9edbddd0cfecbe2133088245d51eb,914863
2020-07-17 07:56:32,57d637a73fa5a32c20d946d5bbbb8cd08492ffbd,914863
2020-07-07 11:00:22,65675f90debdf1a963c91bfa871d7f723f1e19cc,914851
2020-06-21 23:21:51,074817b3620d86f941ed700c6083892720943846,914852
2020-06-21 23:21:14,bef8f6641396ad33ea698467ec950e28bd9a3081,914791
2020-06-21 22:37:46,8a2523e887fc0f88edd331c1b00e2e01577f0ad6,914826
2020-06-21 22:32:02,bef8f6641396ad33ea698467ec950e28bd9a3081,914791
2020-06-18 00:27:26,61b6941e24a66aa4d64d0458e70d09f6baa50fc1,914763
2020-06-18 00:25:54,2060a35f49f6a5716a1f00c3e510b81a0cd76c83,914703
2020-06-15 07:39:05,89291fd25117c8c9e14a1ddfa1ef51a54cf8104d,914765
2020-06-15 07:26:20,be73bc0968296c8ae9bd468dbe1b15ef2d62df01,914757
2020-06-15 07:19:40,9ef0d5e3a6ced9f5d53e18b9cfe0a763c7b0bba6,914753
2020-06-10 11:32:04,2de4ef07c16d59f38e68651025af33f790e443b3,895091
2020-06-04 11:41:58,226371209334749f03e377849be071f1df185ec0,913279
2020-06-04 07:47:37,eaf967a820dd838f729aa5a27f16b471a2fc9792,914750
2020-06-04 07:46:43,0c90f2c9c5a17c0947a84a3f137816e9a5719f91,914761
2020-05-25 08:58:34,841842e701e6fbb168eaebb7c64ef84854649130,914769
2020-05-23 16:44:25,51485cf06f219f729167299f428242ed8c2cb04a,912316
2020-05-20 12:38:36,c849a69344e4423f7d69163021b810c9a4cb293a,914172
2020-05-18 16:30:42,1c8b18a847d26ee8f8cde879c0fce7cd8b7fd97a,913129
2020-05-18 15:18:10,0fd4fe965a08c6ae7b17798c5d60a61e5b6bfe9a,912440
